dew_point,temperature,pressure,cumulated_wind_speed,snow,rain,pollution_pm2.5
-16,7,1028,0.89,0,0,76
-17,9,1027,2.68,0,0,78
-16,9,1026,3.13,0,0,88
-17,10,1025,1.79,0,0,116
-17,10,1025,1.79,0,0,144
-16,9,1025,3.58,0,0,163
-14,6,1026,0.89,0,0,164
-13,5,1027,1.79,0,0,185
-11,1,1027,0.89,0,0,243
-10,-1,1027,0.89,0,0,256
-9,-2,1028,1.79,0,0,356
-10,1,1028,3.58,0,0,364
-10,1,1028,0.89,0,0,426
-8,-3,1028,1.78,0,0,397
-9,-1,1027,2.67,0,0,417
-8,-2,1026,3.12,0,0,372
-10,-5,1027,1.79,0,0,318
-9,-4,1026,0.89,0,0,287
-9,-3,1026,1.34,0,0,245
-9,-4,1026,1.79,0,0,266
-6,-2,1027,2.68,0,0,270
-6,0,1027,1.79,0,0,282
-7,2,1028,0.89,0,0,284
-7,2,1027,1.79,0,0,319
-7,3,1027,1.79,0,0,347
-8,3,1025,3.58,0,0,337
-8,4,1024,5.37,0,0,320
-8,4,1024,0.89,0,0,323
-7,4,1023,1.78,0,0,318
-7,4,1024,2.67,0,0,313
-7,3,1024,0.89,0,0,316
-6,3,1025,0.89,0,0,313
-7,1,1026,1.78,0,0,404
-6,1,1026,0.89,0,0,532
-5,2,1027,2.68,0,0,386
-5,0,1028,0.89,0,0,383
-6,0,1028,0.89,0,0,240
-5,-2,1028,1.34,0,0,226
-4,-1,1029,1.79,0,0,222
-4,-1,1028,0.89,0,0,202
-4,0,1028,1.78,0,0,207
-4,0,1027,0.89,0,0,200
-4,1,1028,1.34,0,0,183
-4,1,1028,3.13,0,0,176
-5,1,1029,4.92,0,0,153
-5,1,1030,6.71,0,0,150
-5,1,1030,8.5,1,0,137
-4,0,1029,11.63,2,0,111
-3,0,1029,13.42,3,0,118
-3,-1,1028,0.89,4,0,118
-2,-1,1027,1.78,5,0,128
-2,-1,1026,3.13,0,0,143
-2,-1,1026,6.26,1,0,153
-2,-1,1025,8.05,0,0,158
-3,-1,1025,11.18,0,0,153
-3,-2,1025,12.97,0,0,143
-3,-1,1025,16.1,0,0,146
-4,-1,1025,17.89,0,0,144
-4,-1,1025,18.78,0,0,148
-4,0,1025,21.91,0,0,153
-4,-1,1024,23.7,0,0,155
-4,-1,1024,25.49,0,0,153
-6,-4,1023,26.38,0,0,153
-6,-5,1022,28.17,0,0,148
-7,-6,1021,29.96,0,0,152
-7,-6,1021,33.09,0,0,163
-7,-7,1021,36.22,0,0,155
-8,-7,1022,38.01,0,0,175
-5,-4,1022,39.8,0,0,143
-5,-1,1022,43.82,0,0,155
-4,2,1022,46.95,0,0,172
-3,4,1020,50.08,0,0,173
-3,5,1020,53.21,0,0,190
-3,7,1019,1.79,0,0,200
-4,10,1018,1.79,0,0,208
-5,11,1017,5.81,0,0,198
-7,11,1017,9.83,0,0,196
-6,10,1017,12.96,0,0,213
-5,6,1018,16.09,0,0,206
-4,5,1018,17.88,0,0,244
-3,3,1019,19.67,0,0,289
-3,1,1019,21.46,0,0,341
-3,1,1019,23.25,0,0,370
-4,-1,1019,0.89,0,0,382
-4,-2,1019,0.89,0,0,415
-5,-3,1019,0.89,0,0,414
-6,-5,1018,1.78,0,0,415
-7,-6,1018,1.79,0,0,408
-4,-4,1018,0.45,0,0,414
-5,-5,1018,0.89,0,0,403
-4,-3,1019,1.78,0,0,395
-5,-5,1019,4.91,0,0,394
-3,-1,1020,9.83,0,0,330
-3,3,1020,12.96,0,0,247
-5,8,1020,17.88,0,0,188
-10,11,1019,4.92,0,0,129
-15,14,1018,4.92,0,0,63
-18,15,1017,9.84,0,0,49
-17,16,1016,13.86,0,0,32
-17,15,1015,3.13,0,0,25
-18,15,1014,1.79,0,0,23
-17,14,1014,4.92,0,0,27
-17,11,1013,6.71,0,0,277
-7,11,1014,11.63,0,0,273
-6,9,1014,14.76,0,0,241
-5,7,1014,16.55,0,0,259
-7,1,1014,18.34,0,0,259
-4,4,1014,0.89,0,0,265
-5,3,1013,1.78,0,0,367
-1,4,1011,4.02,0,0,392
0,4,1010,8.94,0,0,400
0,2,1010,10.73,0,0,441
1,3,1010,12.52,0,0,466
2,3,1009,15.65,0,0,485
1,2,1008,17.44,0,0,525
1,2,1008,19.23,0,0,502
1,2,1009,1.79,0,0,449
2,2,1009,0.89,0,0,469
2,3,1010,1.78,0,0,510
-2,7,1011,4.02,0,0,229
-14,10,1012,11.17,0,0,111
-20,11,1013,23.24,0,0,95
-18,10,1013,34.42,0,0,89
-19,9,1014,48.28,0,0,39
-20,6,1016,60.35,0,0,20
-19,5,1018,71.53,0,0,17
-19,4,1020,81.36,0,0,13
-19,3,1021,90.3,0,0,11
-20,2,1023,100.13,0,0,12
-20,1,1026,109.96,0,0,8
-22,1,1027,122.92,0,0,6
-23,0,1028,134.99,0,0,9
-21,0,1028,148.85,0,0,9
-21,-1,1028,164.94,0,0,7
-23,-1,1028,180.14,0,0,5
-26,-2,1029,195.34,0,0,6
-25,-2,1030,208.3,0,0,4
-24,-2,1031,217.24,0,0,8
-23,-3,1032,224.39,0,0,9
-23,-3,1032,232.44,0,0,9
-22,-2,1033,4.02,0,0,12
-26,0,1035,4.02,0,0,10
-25,0,1035,7.15,0,0,11
-25,2,1034,12.07,0,0,12
-24,3,1034,4.02,0,0,11
-25,4,1033,4.02,0,0,11
-25,4,1032,4.02,0,0,9
-24,5,1032,8.04,0,0,9
-25,6,1032,3.13,0,0,8
-24,5,1032,8.05,0,0,9
-21,2,1033,12.97,0,0,10
-21,2,1034,1.79,0,0,13
-24,1,1034,6.71,0,0,13
-22,0,1035,9.84,0,0,17
-19,0,1036,11.63,0,0,27
-19,0,1036,14.76,0,0,12
-18,0,1036,17.89,0,0,10
-18,-1,1036,1.79,0,0,11
-18,-2,1037,0.89,0,0,8
-17,-2,1037,0.45,0,0,10
-15,-5,1036,1.79,0,0,9
-16,-3,1036,4.92,0,0,10
-15,-5,1035,8.05,0,0,12
-15,-4,1035,9.84,0,0,19
-16,-2,1035,12.97,0,0,18
-16,-1,1035,16.99,0,0,18
-17,0,1035,20.12,0,0,17
-19,2,1035,0.89,0,0,24
-19,2,1034,2.68,0,0,33
-19,3,1033,1.79,0,0,43
-18,3,1032,3.58,0,0,39
-19,4,1030,5.37,0,0,42
-19,4,1030,7.16,0,0,56
-19,4,1029,8.95,0,0,59
-17,1,1029,1.79,0,0,67
-17,1,1029,1.79,0,0,66
-16,1,1029,3.58,0,0,81
-16,0,1029,5.37,0,0,100
-13,0,1029,0.89,0,0,120
-14,-1,1028,0.89,0,0,153
-13,-4,1027,0.89,0,0,157
-12,-4,1026,0.89,0,0,161
-11,-3,1025,0.89,0,0,145
-11,-4,1024,2.68,0,0,113
-11,-5,1023,3.57,0,0,119
-12,-6,1023,4.46,0,0,133
-11,-6,1022,5.35,0,0,134
-10,-5,1022,7.14,0,0,138
-8,-2,1022,10.27,0,0,123
-13,3,1022,13.4,0,0,100
-14,3,1022,15.19,0,0,110
-14,5,1021,16.98,0,0,117
-15,10,1019,0.89,0,0,115
-16,12,1018,3.13,0,0,110
-18,15,1017,8.05,0,0,38
-18,16,1016,12.97,0,0,19
-18,17,1016,16.99,0,0,25
-17,15,1016,3.13,0,0,50
-16,11,1017,1.79,0,0,55
-16,10,1018,3.58,0,0,143
-13,6,1019,0.89,0,0,162
-12,5,1019,1.79,0,0,86
-10,3,1019,0.89,0,0,73
-10,3,1020,1.78,0,0,86
-14,9,1021,8.94,0,0,69
-14,9,1021,16.09,0,0,24
-13,8,1022,23.24,0,0,5
-13,4,1023,26.37,0,0,4
-13,2,1023,29.5,0,0,5
-12,1,1023,1.79,0,0,7
-12,0,1024,0.89,0,0,7
-9,-2,1025,1.78,0,0,9
-13,7,1026,4.02,0,0,17
-16,9,1026,3.13,0,0,16
-17,11,1027,1.79,0,0,16
-17,12,1026,4.92,0,0,0
-17,13,1026,0.89,0,0,14
-19,14,1024,3.13,0,0,10
-20,16,1023,7.15,0,0,10
-19,15,1022,3.13,0,0,13
-19,15,1022,3.13,0,0,17
-18,14,1021,8.05,0,0,23
-18,12,1021,12.07,0,0,25
-17,10,1022,15.2,0,0,36
-15,8,1022,18.33,0,0,47
-12,7,1022,22.35,0,0,54
-12,7,1022,26.37,0,0,60
-13,8,1022,31.29,0,0,78
-12,7,1021,34.42,0,0,80
-12,4,1021,36.21,0,0,98
-11,3,1020,0.89,0,0,101
-11,1,1020,0.89,0,0,115
-9,-1,1020,2.68,0,0,129
-9,0,1019,0.89,0,0,116
-9,-2,1019,1.78,0,0,116
-8,-3,1019,0.89,0,0,126
-6,1,1019,0.89,0,0,130
-8,5,1019,1.78,0,0,150
-8,8,1018,2.67,0,0,163
-8,9,1018,3.56,0,0,172
-9,11,1017,4.45,0,0,192
-9,12,1015,5.34,0,0,181
-10,13,1014,7.13,0,0,187
-9,14,1013,3.13,0,0,204
-9,14,1013,4.92,0,0,218
-8,12,1013,1.79,0,0,222
-7,8,1013,0.45,0,0,208
-6,5,1014,1.34,0,0,225
-7,6,1014,2.23,0,0,235
-6,4,1014,0.89,0,0,263
-6,4,1014,0.89,0,0,274
-6,3,1014,1.78,0,0,275
-6,2,1014,3.13,0,0,302
-6,3,1014,4.92,0,0,225
-6,2,1013,6.71,0,0,220
-6,2,1013,9.84,0,0,207
-6,2,1013,12.97,0,0,202
-6,2,1013,16.1,0,0,200
-5,2,1013,19.23,0,0,206
-5,3,1014,23.25,0,0,202
-5,4,1015,26.38,0,0,203
-6,7,1015,30.4,0,0,196
-6,8,1015,34.42,0,0,188
-6,10,1014,38.44,0,0,187
-6,10,1013,42.46,0,0,204
-6,10,1012,0.89,0,0,233
-6,12,1011,1.78,0,0,259
-6,13,1011,2.67,0,0,267
-6,14,1011,3.56,0,0,246
-5,13,1011,4.45,0,0,247
-4,7,1012,6.24,0,0,257
-4,6,1012,7.13,0,0,0
-3,5,1013,8.02,0,0,257
-3,5,1014,8.91,0,0,257
-3,4,1013,9.8,0,0,249
-4,1,1013,10.69,0,0,245
-3,2,1013,0.89,0,0,242
-4,-1,1013,1.79,0,0,239
-4,-1,1013,0.89,0,0,240
-4,-1,1012,1.78,0,0,238
-5,-3,1012,3.57,0,0,338
-5,-2,1012,0.45,0,0,334
-5,-2,1012,0.89,0,0,344
-3,-1,1012,0.45,0,0,351
-1,2,1012,0.89,0,0,331
-2,7,1013,0.89,0,0,327
-2,8,1012,1.78,0,0,306
-2,13,1010,1.79,0,0,289
-3,14,1009,4.92,0,0,363
-3,17,1007,8.94,0,0,306
-5,18,1006,3.13,0,0,293
-4,18,1004,3.13,0,0,279
-4,19,1003,1.79,0,0,230
-1,16,1002,1.79,0,0,201
0,14,1002,0.89,0,0,200
0,11,1003,1.79,0,0,195
0,8,1003,3.58,0,0,294
0,9,1003,0.89,0,0,510
-1,6,1003,1.79,0,0,516
0,7,1004,0.45,0,0,469
-1,5,1003,0.89,0,0,450
-2,4,1004,2.68,0,0,397
-2,4,1004,5.81,0,0,365
-2,3,1003,8.94,0,0,364
-2,2,1004,0.45,0,0,357
-2,2,1004,1.34,0,0,357
-3,0,1005,2.23,0,0,350
-4,0,1005,3.13,0,0,337
0,7,1006,0.89,0,0,323
-2,12,1006,1.79,0,0,306
-2,14,1007,1.79,0,0,234
-5,20,1006,4.92,0,0,139
-6,21,1006,8.94,0,0,95
0,18,1005,16.09,0,0,189
0,17,1005,24.14,0,0,410
0,14,1005,29.95,0,0,216
0,13,1005,38,0,0,145
-1,11,1006,42.92,0,0,99
-1,9,1006,46.05,0,0,87
-2,7,1006,47.84,0,0,93
-2,8,1006,50.97,0,0,95
-3,5,1006,52.76,0,0,101
-4,6,1006,55.89,0,0,97
-4,4,1005,59.02,0,0,89
-4,2,1003,0.89,0,0,87
-4,3,1002,1.78,0,0,105
-4,1,1001,0.89,0,0,114
-4,3,1000,0.89,0,0,119
-3,1,998,1.78,0,0,128
-3,2,997,2.67,0,0,129
-4,1,998,1.79,0,0,122
-3,1,998,4.92,0,0,122
-2,4,999,8.05,0,0,124
-3,7,1000,12.07,0,0,136
-3,13,1002,3.13,0,0,141
-11,18,1004,16.99,0,0,33
-16,15,1007,33.08,0,0,42
-20,14,1009,49.17,0,0,32
-21,11,1012,64.37,0,0,40
-22,10,1014,76.44,0,0,32
-22,10,1015,86.27,0,0,19
-22,10,1017,94.32,0,0,16
-22,9,1018,103.26,0,0,13
-22,7,1022,113.09,0,0,16
-21,6,1023,122.03,0,0,12
-21,5,1025,134.1,0,0,10
-21,5,1026,143.04,0,0,18
-21,4,1027,148.85,0,0,12
-19,2,1027,1.79,0,0,12
-15,0,1027,3.13,0,0,15
-13,-2,1027,4.92,0,0,18
-16,1,1027,0.89,0,0,20
-12,-4,1027,0.89,0,0,18
-13,-2,1028,0.89,0,0,22
-10,-4,1028,1.78,0,0,27
-10,-4,1028,2.67,0,0,26
-11,1,1029,1.79,0,0,27
-19,7,1029,5.81,0,0,29
-19,8,1029,10.73,0,0,27
-21,10,1028,15.65,0,0,33
-20,10,1028,19.67,0,0,32
-22,11,1026,23.69,0,0,33
-20,12,1025,28.61,0,0,35
-20,12,1024,33.53,0,0,33
-19,12,1024,39.34,0,0,37
-18,11,1024,45.15,0,0,42
-16,9,1024,50.07,0,0,59
-15,8,1024,53.2,0,0,67
-14,6,1025,54.99,0,0,80
-12,4,1025,56.78,0,0,75
-12,5,1025,58.57,0,0,87
-11,2,1025,60.36,0,0,88
-11,3,1025,62.15,0,0,81
-10,1,1024,65.28,0,0,106
-10,1,1024,0.89,0,0,103
-9,0,1023,1.78,0,0,118
-8,-1,1023,0.89,0,0,111
-8,-1,1023,2.68,0,0,110
-8,-1,1023,0.89,0,0,102
-6,-1,1023,1.78,0,0,94
-7,3,1023,1.79,0,0,105
-8,4,1023,3.58,0,0,122
-8,6,1022,6.71,0,0,155
-9,7,1022,8.5,0,0,150
-9,8,1021,11.63,0,0,156
-9,9,1019,13.42,0,0,134
-9,11,1018,19.23,0,0,114
-8,12,1017,24.15,0,0,114
-9,12,1016,29.07,0,0,120
-6,11,1015,33.09,0,0,153
-4,9,1016,34.88,0,0,148
-4,9,1016,36.67,0,0,162
-3,9,1016,37.56,0,0,164
-3,8,1016,39.35,0,0,158
-4,9,1016,42.48,0,0,117
-4,8,1015,44.27,0,0,108
-4,8,1014,46.06,0,0,114
-3,6,1013,47.85,0,0,135
-3,6,1013,0.89,0,0,131
-2,6,1012,1.78,0,0,135
-1,5,1012,2.67,0,1,137
0,4,1012,0.89,0,2,150
1,3,1012,1.79,0,3,153
1,3,1012,0.89,0,4,145
1,3,1012,1.34,0,5,127
2,3,1013,2.23,0,6,130
2,3,1012,1.79,0,7,161
2,4,1012,0.89,0,8,164
3,4,1012,0.89,0,9,167
3,5,1012,4.02,0,0,148
3,5,1013,7.15,0,0,153
3,6,1013,8.94,0,1,147
4,6,1013,0.89,0,0,150
4,7,1014,3.13,0,0,152
3,6,1015,6.26,0,0,164
2,5,1017,9.39,0,0,159
3,5,1019,0.89,0,0,176
2,3,1020,1.78,0,0,174
2,6,1021,1.79,0,0,194
1,3,1022,0.89,0,0,114
-5,3,1023,3.13,0,0,67
-6,0,1024,6.26,0,0,23
-9,1,1025,10.28,0,0,13
-8,-1,1025,13.41,0,0,10
-9,-1,1026,16.54,0,0,11
-11,0,1026,4.02,0,0,17
-10,-1,1027,7.15,0,0,14
-10,1,1029,3.13,0,0,16
-11,2,1030,4.02,0,0,15
-12,3,1031,8.94,0,0,16
-15,5,1031,13.86,0,0,16
-15,5,1032,17.88,0,0,17
-16,6,1031,21.9,0,0,13
-18,7,1029,23.69,0,0,10
-18,8,1029,0.89,0,0,14
-19,8,1028,2.68,0,0,12
-18,8,1028,3.57,0,0,15
-18,8,1028,1.79,0,0,16
-15,6,1028,4.92,0,0,23
-12,4,1029,5.81,0,0,37
-13,4,1029,7.6,0,0,38
-12,4,1030,9.39,0,0,30
-9,2,1030,11.18,0,0,34
-9,2,1030,14.31,0,0,48
-3,0,1031,18.33,0,0,71
-4,0,1031,22.35,0,0,82
-4,-1,1031,24.14,0,0,77
-4,-1,1031,25.93,0,0,83
-4,-2,1030,27.72,0,0,92
-4,-2,1030,29.51,0,0,84
-4,-1,1030,0.89,0,0,84
-4,-1,1030,0.89,0,0,75
-3,0,1031,0.89,0,0,88
-4,1,1031,1.79,0,0,92
-5,3,1030,1.79,0,0,92
-4,4,1029,1.79,0,0,112
-4,5,1028,3.58,0,0,0
-4,7,1027,1.79,0,0,124
-6,9,1026,3.13,0,0,122
-6,9,1025,6.26,0,0,109
-7,10,1024,11.18,0,0,111
-6,9,1024,16.1,0,0,121
-5,7,1024,21.02,0,0,128
-5,5,1024,25.04,0,0,127
-4,5,1024,25.93,0,0,126
-4,3,1024,26.82,0,0,136
-3,3,1024,28.61,0,0,165
-3,3,1024,30.4,0,0,182
-3,2,1024,0.89,0,0,182
-3,1,1023,1.78,0,0,195
-4,0,1023,0.89,0,0,205
-5,0,1022,0.89,0,0,217
-4,-1,1022,2.68,0,0,226
-3,-1,1022,0.89,0,0,220
-3,-2,1022,1.78,0,0,197
-3,-1,1022,1.79,0,0,187
-1,1,1022,0.89,0,0,174
-2,3,1022,0.89,0,0,181
-1,5,1022,0.89,0,0,192
-2,6,1021,1.79,0,0,216
-1,8,1020,0.89,0,0,247
-2,10,1019,1.79,0,0,254
-2,11,1018,3.13,0,0,271
-1,11,1017,1.79,0,0,302
-1,11,1017,3.58,0,0,294
0,11,1017,1.79,0,0,280
1,9,1017,1.79,0,0,294
1,9,1018,2.68,0,0,302
2,7,1018,3.57,0,0,324
2,6,1020,4.46,0,0,315
1,5,1020,0.89,0,0,328
1,4,1021,1.79,0,0,355
0,3,1021,4.92,0,0,405
0,2,1021,8.05,0,0,347
0,4,1022,12.07,0,0,346
0,4,1022,13.86,0,0,342
0,4,1023,1.79,0,0,327
0,2,1023,3.13,0,0,332
0,3,1024,6.26,0,0,328
0,3,1025,8.05,0,0,0
0,6,1025,11.18,0,0,325
0,9,1026,14.31,0,0,315
0,11,1026,17.44,0,0,295
-1,14,1026,0.89,0,0,239
-2,14,1025,2.68,0,0,212
-3,14,1024,1.79,0,0,214
-3,15,1023,6.71,0,0,215
-2,14,1022,10.73,0,0,208
-2,14,1021,14.75,0,0,229
-1,13,1021,18.77,0,0,235
2,12,1020,22.79,0,0,199
3,10,1020,25.92,0,0,251
3,10,1020,29.05,0,0,280
2,8,1020,32.18,0,0,250
1,7,1020,35.31,0,0,205
0,6,1019,0.89,0,0,202
1,6,1018,0.89,0,0,204
1,5,1018,2.68,0,0,216
0,5,1017,0.89,0,0,221
0,4,1016,1.78,0,0,227
0,5,1014,2.23,0,0,235
0,4,1014,3.12,0,0,236
0,4,1013,1.79,0,0,232
0,3,1012,3.58,0,0,241
1,5,1011,0.89,0,0,258
1,6,1011,1.79,0,0,273
2,8,1010,3.58,0,0,287
2,10,1009,0.89,0,0,316
2,11,1008,2.68,0,0,337
3,13,1006,1.79,0,0,359
3,15,1004,3.58,0,0,394
4,15,1003,6.71,0,0,393
4,16,1002,9.84,0,0,402
3,15,1002,11.63,0,0,400
3,11,1001,13.42,0,0,422
4,11,1001,0.89,0,0,429
3,7,1002,1.79,0,0,480
5,8,1002,0.89,0,0,512
3,7,1002,1.78,0,0,541
5,8,1001,0.89,0,0,522
3,8,1002,4.91,0,0,498
3,8,1002,8.04,0,0,517
2,5,1002,12.96,0,0,246
2,7,1002,16.98,0,0,39
-10,10,1002,25.92,0,0,14
-9,10,1003,34.86,0,0,15
-9,9,1004,47.82,0,0,10
-17,7,1007,59.89,0,0,13
-16,7,1008,71.07,0,0,9
-18,7,1009,80.01,0,0,13
-21,10,1009,85.82,0,0,10
-20,9,1010,4.92,0,0,7
-21,9,1010,8.94,0,0,6
-22,11,1009,1.79,0,0,9
-22,13,1008,4.02,0,0,10
-22,12,1007,7.15,0,0,19
-21,11,1006,4.92,0,0,14
-20,10,1006,9.84,0,0,22
-18,9,1006,16.99,0,0,25
-3,6,1007,25.93,0,0,87
-4,4,1009,33.98,0,0,49
-4,3,1010,41.13,0,0,36
-5,2,1010,46.05,0,0,30
-5,2,1010,50.07,0,0,35
-5,1,1011,53.2,0,0,30
-4,1,1012,56.33,0,0,33
-3,0,1012,4.02,0,1,34
-2,-1,1012,7.15,1,0,36
-3,0,1012,8.94,0,0,25
-3,0,1011,10.73,0,0,23
-3,0,1012,11.62,0,0,22
-3,0,1012,12.51,0,0,34
-2,2,1013,1.79,0,0,34
-2,3,1013,3.13,0,0,48
-3,3,1014,4.02,0,0,59
-2,4,1013,3.13,0,0,68
-1,5,1013,6.26,0,1,69
0,5,1013,4.02,0,0,69
0,5,1013,3.13,0,0,69
1,5,1013,7.15,0,0,72
1,4,1014,11.17,0,0,63
1,3,1015,15.19,0,1,57
1,2,1016,18.32,0,2,41
1,2,1017,19.21,0,3,60
0,1,1016,0.89,1,0,69
0,1,1018,1.78,2,0,100
0,0,1022,1.79,3,0,105
0,0,1022,5.81,4,0,83
-1,-1,1022,8.94,5,0,75
-1,-1,1023,10.73,6,0,62
-2,-2,1024,12.52,7,0,53
-2,-2,1025,0.89,8,0,54
-2,-2,1025,1.79,9,0,45
-3,-2,1025,2.68,10,0,29
-3,-3,1025,4.47,0,0,28
-3,-2,1025,7.6,0,0,36
-2,-1,1026,8.49,0,0,39
-1,0,1027,9.38,0,0,48
-2,0,1027,11.17,0,0,63
-6,2,1026,3.13,0,0,56
-10,3,1025,8.05,0,0,56
-10,4,1024,12.97,0,0,65
-10,5,1023,16.99,0,0,49
-8,5,1022,4.02,0,0,53
-6,6,1021,7.15,0,0,53
-6,5,1021,11.17,0,0,63
-5,4,1020,14.3,0,0,70
-3,3,1020,19.22,0,0,91
-3,2,1020,23.24,0,0,97
-3,2,1020,27.26,0,0,102
-3,1,1020,30.39,0,0,109
-3,2,1019,32.18,0,0,119
-3,2,1018,35.31,0,0,118
-3,2,1018,38.44,0,0,114
-3,1,1017,41.57,0,0,98
-4,1,1016,44.7,0,0,91
-4,0,1015,47.83,0,0,94
-4,0,1014,49.62,0,0,97
-4,0,1014,51.41,0,0,108
-3,0,1013,0.89,0,0,107
-4,1,1013,3.13,0,0,104
-4,2,1012,4.92,0,0,105
-3,4,1011,0.89,0,0,123
-3,4,1010,1.79,0,0,148
-3,6,1009,3.58,0,0,164
-3,7,1008,0.89,0,0,173
-2,8,1007,2.68,0,0,172
-2,8,1006,1.79,0,0,183
-2,8,1006,0.89,0,0,192
-1,8,1005,3.13,0,0,198
-1,6,1006,8.05,0,0,210
-1,5,1007,11.18,0,0,224
-1,5,1008,1.79,0,0,224
-1,4,1009,4.02,0,0,224
-1,5,1011,8.04,0,0,211
-1,4,1011,11.17,0,0,210
-1,2,1013,16.09,0,0,209
-4,2,1014,4.02,0,0,166
-7,6,1014,8.04,0,0,125
-7,3,1015,4.02,0,0,94
-5,2,1015,8.04,0,0,51
-8,3,1017,1.79,0,0,58
-10,3,1018,5.81,0,0,51
-10,3,1019,1.79,0,0,17
-14,6,1020,0.89,0,0,14
-13,7,1020,1.79,0,0,18
-13,8,1020,1.79,0,0,17
-7,8,1020,4.92,0,0,66
-9,8,1019,8.94,0,0,63
-7,9,1018,14.75,0,0,62
-8,10,1018,19.67,0,0,73
-6,10,1017,25.48,0,0,76
-7,10,1016,31.29,0,0,62
-6,10,1016,37.1,0,0,74
-5,9,1016,42.91,0,0,82
-5,7,1017,46.93,0,0,74
-4,6,1017,51.85,0,0,69
-4,4,1018,55.87,0,0,63
-4,4,1018,59.89,0,0,61
-3,2,1018,64.81,0,0,58
-3,1,1018,68.83,0,0,54
-3,0,1017,71.96,0,0,50
-3,0,1016,73.75,0,0,51
-3,1,1015,75.54,0,0,51
-3,1,1015,79.56,0,0,51
-3,0,1014,82.69,0,0,52
-3,0,1014,86.71,0,0,56
-3,1,1014,89.84,0,0,60
-4,1,1012,94.76,0,0,76
-4,3,1011,97.89,0,0,97
-4,3,1011,101.02,0,0,86
-5,3,1011,1.79,0,0,88
-5,6,1011,1.79,0,0,91
-6,5,1010,0.89,0,0,90
-6,8,1010,1.78,0,0,96
-5,8,1009,1.79,0,0,94
-10,13,1010,12.07,0,0,86
-11,12,1011,25.93,0,0,71
-11,9,1014,38,0,0,18
-13,7,1017,47.83,0,0,15
-13,6,1018,57.66,0,0,11
-15,5,1020,64.81,0,0,12
-14,3,1021,69.73,0,0,8
-15,3,1022,4.92,0,0,5
-16,2,1023,9.84,0,0,9
-16,2,1023,15.65,0,0,10
-15,1,1023,21.46,0,0,9
-13,0,1024,26.38,0,0,11
-13,-1,1023,5.81,0,0,9
-12,-1,1024,3.13,0,0,11
-12,-1,1024,4.92,0,0,13
-13,1,1025,1.79,0,0,18
-17,4,1025,6.71,0,0,18
-17,4,1025,11.63,0,0,11
-18,6,1025,15.65,0,0,12
-17,6,1024,1.79,0,0,12
-18,8,1023,3.13,0,0,11
-18,8,1022,6.26,0,0,15
-19,8,1021,0.89,0,0,13
-19,9,1019,2.68,0,0,12
-18,9,1018,4.02,0,0,12
-17,9,1018,8.04,0,0,15
-15,8,1018,11.17,0,0,21
-14,6,1019,14.3,0,0,32
-14,6,1019,18.32,0,0,50
-13,5,1020,20.11,0,0,60
-12,4,1021,23.24,0,0,56
-10,3,1021,0.89,0,0,58
-7,2,1022,4.02,0,0,71
-7,2,1022,7.15,0,0,91
-5,0,1023,12.07,0,0,88
-5,0,1023,16.09,0,0,90
-5,-1,1023,19.22,0,0,74
-6,-1,1023,0.89,0,0,86
-6,-1,1024,1.78,0,0,103
-5,0,1024,2.67,0,0,119
-5,1,1024,3.56,0,0,121
-6,3,1024,1.79,0,0,137
-7,4,1024,1.79,0,0,126
-8,6,1023,3.58,0,0,112
-8,7,1022,3.13,0,0,0
-8,9,1021,3.13,0,0,137
-9,10,1020,4.92,0,0,129
-9,11,1019,3.13,0,0,137
-9,11,1019,6.26,0,0,123
-10,11,1018,10.28,0,0,115
-9,10,1018,13.41,0,0,117
-9,8,1018,15.2,0,0,135
-8,7,1019,16.99,0,0,150
-7,7,1019,18.78,0,0,127
-7,6,1019,20.57,0,0,102
-7,4,1018,22.36,0,0,97
-8,5,1018,25.49,0,0,98
-8,5,1018,28.62,0,0,110
-8,4,1017,30.41,0,0,128
-7,2,1017,32.2,0,0,153
-6,1,1016,0.45,0,0,174
-4,0,1016,0.9,0,0,187
-4,0,1016,0.89,0,0,188
-3,0,1017,0.89,0,0,196
0,4,1016,1.79,0,0,196
0,5,1016,4.92,0,0,205
0,7,1016,6.71,0,0,217
0,8,1015,8.5,0,0,229
0,10,1014,11.63,0,0,240
-1,12,1012,15.65,0,0,231
-2,13,1012,19.67,0,0,211
-3,13,1011,24.59,0,0,210
-3,13,1010,30.4,0,0,219
-2,13,1009,34.42,0,0,210
-1,12,1009,37.55,0,0,223
0,9,1009,0.89,0,0,220
1,8,1010,1.79,0,0,223
1,10,1010,3.58,0,0,234
1,8,1010,6.71,0,0,231
3,9,1010,10.73,0,0,154
3,8,1009,13.86,0,0,128
2,6,1009,16.99,0,0,132
3,7,1009,18.78,0,0,134
3,5,1008,20.57,0,0,135
4,5,1007,22.36,0,0,134
3,5,1007,24.15,0,0,139
4,6,1008,25.94,0,0,171
4,6,1009,0.89,0,0,204
4,6,1010,4.92,0,0,183
4,8,1010,6.71,0,0,179
5,11,1010,0.89,0,0,192
4,13,1009,1.79,0,0,194
2,15,1009,1.79,0,0,156
-6,18,1008,4.02,0,0,84
-6,20,1008,8.94,0,0,21
-8,20,1008,16.09,0,0,16
-10,19,1008,25.03,0,0,15
-15,17,1009,36.21,0,0,17
-18,14,1011,46.04,0,0,26
-19,12,1013,50.96,0,0,16
